Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
1,,Argentina,1851.41,1843.73,+7.68,W W,2023-09-21
2,,France,1840.76,1843.54,-2.78,L W,2023-09-21
3,,Brazil,1837.61,1828.27,+9.34,W W,2023-09-21
4,,England,1794.34,1797.39,-3.05,W D,2023-09-21
5,,Belgium,1792.64,1788.55,+4.09,W W,2023-09-21
6,,Croatia,1747.83,1742.55,+5.28,W W,2023-09-21
7,,Netherlands,1743.15,1731.23,+11.92,W W,2023-09-21
8,1,Portugal,1728.58,1718.25,+10.33,W W,2023-09-21
9,1,Italy,1727.37,1726.58,+0.79,W D,2023-09-21
10,,Spain,1710.72,1703.45,+7.27,W W,2023-09-21
11,,USA,1678.71,1674.48,+4.23,W W,2023-09-21
12,,Mexico,1661.46,1665.59,-4.13,D D,2023-09-21
13,1,Morocco,1658.32,1655.5,+2.82,W,2023-09-21
14,1,Switzerland,1654.11,1661.12,-7.01,W D,2023-09-21
15,,Germany,1637.9,1636.32,+1.58,W L,2023-09-21
16,1,Colombia,1629.6,1624.91,+4.69,D W,2023-09-21
17,1,Uruguay,1626.51,1633.13,-6.62,L W,2023-09-21
18,1,Denmark,1606.84,1597.37,+9.47,W W,2023-09-21
19,1,Japan,1605.2,1595.96,+9.24,W W,2023-09-21
20,2,Senegal,1597.01,1612.61,-15.6,L D,2023-09-21
21,1,IR Iran,1561.26,1556.59,+4.67,W W,2023-09-21
22,1,Peru,1551.91,1561.2,-9.29,L D,2023-09-21
23,,Sweden,1538.84,1547.11,-8.27,L W,2023-09-21
24,,Ukraine,1538.42,1541.25,-2.83,L D,2023-09-21
25,4,Austria,1537.36,1528.06,+9.3,W D,2023-09-21
26,2,Korea Republic,1533.01,1529.3,+3.71,W D,2023-09-21
27,,Australia,1531.72,1530.45,+1.27,D,2023-09-21
28,3,Serbia,1529.49,1539.03,-9.54,W L,2023-09-21
29,2,Tunisia,1525.23,1516.66,+8.57,W W,2023-09-21
30,4,Poland,1524.61,1536.99,-12.38,L W,2023-09-21
31,1,Scotland,1522.67,1520.24,+2.43,L W,2023-09-21
32,4,Hungary,1517.73,1504.57,+13.16,D W,2023-09-21
33,2,Wales,1510.52,1506.04,+4.48,W D,2023-09-21
34,1,Algeria,1509.5,1511.23,-1.73,W D,2023-09-21
35,1,Egypt,1508.93,1509.89,-0.96,L W,2023-09-21
36,4,Chile,1504.75,1511.31,-6.56,D L,2023-09-21
37,,Czechia,1500.44,1503.69,-3.25,D D,2023-09-21
38,2,Ecuador,1497.66,1486.47,+11.19,W L,2023-09-21
39,1,Russia,1495.53,1495.53,-,,2023-09-21
40,1,Nigeria,1488.86,1486.48,+2.38,W,2023-09-21
41,1,Cameroon,1475.6,1470.97,+4.63,W,2023-09-21
42,1,Türkiye,1475.4,1484.47,-9.07,L D,2023-09-21
43,1,Norway,1470.88,1458.47,+12.41,W W,2023-09-21
44,1,Canada,1458.58,1458.58,-,,2023-09-21
45,,Panama,1452.25,1453.94,-1.69,D W,2023-09-21
46,,Costa Rica,1452.1,1453.56,-1.46,L W,2023-09-21
47,1,Romania,1448.02,1443.98,+4.04,W D,2023-09-21
48,1,Slovakia,1442.84,1447.05,-4.21,W L,2023-09-21
49,2,Mali,1441.72,1438.01,+3.71,W,2023-09-21
50,2,Côte d'Ivoire,1437.89,1433.38,+4.51,W,2023-09-21
51,1,Greece,1437.26,1441.06,-3.8,W L,2023-09-21
52,3,Paraguay,1432.08,1442.64,-10.56,L D,2023-09-21
53,4,Venezuela,1422.83,1417.23,+5.6,W L,2023-09-21
54,1,Finland,1418.43,1419.47,-1.04,L W,2023-09-21
55,2,Republic of Ireland,1416.32,1426.26,-9.94,L L,2023-09-21
56,2,Jamaica,1413.73,1409.73,+4,D W,2023-09-21
57,3,Saudi Arabia,1412.82,1421.46,-8.64,L L,2023-09-21
58,2,Burkina Faso,1408.87,1419.18,-10.31,L D,2023-09-21
59,2,Slovenia,1404.72,1391.04,+13.68,W W,2023-09-21
60,,Ghana,1400,1391.13,+8.87,W W,2023-09-21
61,2,Qatar,1395.57,1395.57,-,,2023-09-21
62,3,Albania,1377.47,1357.39,+20.08,W D,2023-09-21
63,1,Bosnia and Herzegovina,1370.37,1381.1,-10.73,L W,2023-09-21
64,5,Congo DR,1369.59,1350.11,+19.48,W,2023-09-21
65,2,South Africa,1368.25,1368.25,-,,2023-09-21
66,2,North Macedonia,1362.95,1350.53,+12.42,W D,2023-09-21
67,,Iceland,1351.93,1352.98,-1.05,W L,2023-09-21
68,3,Montenegro,1349.34,1343.45,+5.89,,2023-09-21
69,1,Iraq,1347.38,1345.21,+2.17,W W,2023-09-21
70,2,United Arab Emirates,1342.43,1336.28,+6.15,W,2023-09-21
71,5,Cabo Verde,1337.29,1354.65,-17.36,L,2023-09-21
72,4,Israel,1336.34,1323.81,+12.53,W D,2023-09-21
73,,Oman,1334.37,1332.45,+1.92,L W,2023-09-21
74,10,Northern Ireland,1333.2,1361.17,-27.97,L L,2023-09-21
75,1,Uzbekistan,1328.35,1327.58,+0.77,D L,2023-09-21
76,1,El Salvador,1307,1325.47,-18.47,L L,2023-09-21
77,2,Honduras,1305.78,1309.23,-3.45,W L D,2023-09-21
78,1,Bulgaria,1300.74,1315.48,-14.74,L L,2023-09-21
79,1,Georgia,1299.32,1312.8,-13.48,L L,2023-09-21
80,,China PR,1297.25,1304.78,-7.53,L D,2023-09-21
81,,Guinea,1293.11,1296.75,-3.64,D,2023-09-21
82,2,Zambia,1289.63,1293.77,-4.14,D,2023-09-21
83,,Bolivia,1287.86,1295.09,-7.23,L L L,2023-09-21
84,2,Jordan,1286.36,1296.26,-9.9,L L,2023-09-21
85,4,Luxembourg,1273.55,1262.72,+10.83,L W,2023-09-21
86,,Bahrain,1273.54,1282.05,-8.51,D L,2023-09-21
87,,Haiti,1270.76,1272.64,-1.88,D D,2023-09-21
88,3,Gabon,1270.55,1285.25,-14.7,L,2023-09-21
89,3,Uganda,1259.97,1250.32,+9.65,W,2023-09-21
90,2,Curaçao,1259.4,1267.87,-8.47,,2023-09-21
91,1,Armenia,1254.47,1252.6,+1.87,L D,2023-09-21
92,1,Equatorial Guinea,1248.98,1251.83,-2.85,D,2023-09-21
93,1,Syria,1245.81,1241.62,+4.19,W D,2023-09-21
94,1,Benin,1245.44,1248.13,-2.69,L,2023-09-21
95,,Vietnam,1243.14,1238.23,+4.91,W,2023-09-21
96,1,Kyrgyz Republic,1228.6,1224.8,+3.8,W,2023-09-21
97,1,Palestine,1224.05,1233.02,-8.97,L L,2023-09-21
98,4,Trinidad and Tobago,1217.24,1199.74,+17.5,W W,2023-09-21
99,2,Mauritania,1207.39,1205.18,+2.21,W,2023-09-21
100,4,Kazakhstan,1206.94,1198.24,+8.7,W L,2023-09-21
101,1,Lebanon,1205.56,1205.77,-0.21,W L,2023-09-21
102,3,India,1204.88,1208.69,-3.81,L L,2023-09-21
103,4,Guatemala,1200.18,1186.71,+13.47,D W D,2023-09-21
104,1,New Zealand,1199.04,1199.04,-,,2023-09-21
105,7,Belarus,1198.22,1212.28,-14.06,L D,2023-09-21
106,6,Guinea-Bissau,1190.88,1178.93,+11.95,W,2023-09-21
107,1,Congo,1189.9,1190.63,-0.73,D,2023-09-21
108, ,Madagascar,1187.8,1186.09,+1.71,D W D W,2023-09-21
109,4,Kenya,1184.14,1191.07,-6.93,L,2023-09-21
110,,Tajikistan,1183.01,1179.54,+3.47,W,2023-09-21
111,2,Kosovo,1181.91,1179.69,+2.22,L D,2023-09-21
112,1,Thailand,1181.21,1174.37,+6.84,L W,2023-09-21
113,4,Mozambique,1179.03,1164.25,+14.78,W,2023-09-21
114,,Namibia,1172.41,1172.41,-,,2023-09-21
115,4,Estonia,1172.25,1179.3,-7.05,L L,2023-09-21
116,1,Korea DPR,1169.96,1169.96,-,,2023-09-21
117,1,Angola,1167.7,1169.07,-1.37,L D,2023-09-21
118,1,The Gambia,1160.55,1159.82,+0.73,D,2023-09-21
119,3,Togo,1158.24,1140.88,+17.36,W,2023-09-21
120,2,Cyprus,1155.95,1163.73,-7.78,L L,2023-09-21
121,,Azerbaijan,1147.69,1143.22,+4.47,W L,2023-09-21
122,2,Tanzania,1146.46,1138.79,+7.67,D,2023-09-21
123,,Malawi,1144.29,1140.65,+3.64,D,2023-09-21
124,4,Sierra Leone,1144.16,1156.11,-11.95,L,2023-09-21
125,,Zimbabwe,1138.56,1138.56,-,,2023-09-21
126,1,Libya,1133.6,1130.75,+2.85,D,2023-09-21
127,1,Central African Republic,1126.72,1133.5,-6.78,L,2023-09-21
128,,Niger,1120.01,1129.67,-9.66,L,2023-09-21
129,1,Comoros,1118.62,1119.99,-1.37,D L L,2023-09-21
130,1,Sudan,1109.22,1116.21,-6.99,L,2023-09-21
131,2,Faroe Islands,1106.52,1126.3,-19.78,L L,2023-09-21
132,3,Philippines,1099.29,1095.66,+3.63,W D,2023-09-21
133,,Solomon Islands,1097.61,1097.61,-,,2023-09-21
134,2,Malaysia,1094.9,1091.57,+3.33,D D,2023-09-21
135,2,Kuwait,1093.38,1090.42,+2.96,L W,2023-09-21
136,2,Latvia,1089.99,1096.19,-6.2,L L,2023-09-21
137,5,Antigua and Barbuda,1089.3,1107.51,-18.21,L L,2023-09-21
138,3,Nicaragua,1089.02,1076.11,+12.91,W W,2023-09-21
139,,Rwanda,1087.03,1089.46,-2.43,D,2023-09-21
140,2,Turkmenistan,1086.12,1089.77,-3.65,D L,2023-09-21
141,1,Burundi,1080.43,1085.06,-4.63,L,2023-09-21
142,,Ethiopia,1072.54,1074.47,-1.93,L W,2023-09-21
143,1,Lithuania,1072.21,1069.97,+2.24,L D,2023-09-21
144,2,Eswatini,1065.69,1058.19,+7.5,D,2023-09-21
145,2,Suriname,1063.06,1073.57,-10.51,L D,2023-09-21
146,1,St Kitts and Nevis,1058.06,1066.81,-8.75,L,2023-09-21
147,3,Indonesia,1052.87,1047.46,+5.41,W,2023-09-21
148,1,Hong Kong,1052.26,1049.74,+2.52,W D,2023-09-21
149,2,Botswana,1050.69,1054.31,-3.62,L,2023-09-21
150,2,Liberia,1047.85,1049.94,-2.09,L,2023-09-21
151,1,Dominican Republic,1036.11,1036.74,-0.63,W L,2023-09-21
152,1,Lesotho,1034.18,1038.68,-4.5,,2023-09-21
153,1,Andorra,1024.58,1022.3,+2.28,L D,2023-09-21
154,1,Chinese Taipei,1023.66,1028.18,-4.52,L D,2023-09-21
155,,Maldives,1021.85,1021.85,-,,2023-09-21
156,,Yemen,1020.37,1020.37,-,,2023-09-21
157,1,Singapore,1016.47,1014.78,+1.69,W L,2023-09-21
158,1,Afghanistan,1014.25,1020.32,-6.07,L D D,2023-09-21
159,5,Moldova,1010.1,990.73,+19.37,W D,2023-09-21
160,3,Puerto Rico,1008.23,993.8,+14.43,W W,2023-09-21
161,1,Myanmar,1004.46,1000.26,+4.2,W D,2023-09-21
162,3,Papua New Guinea,1003.28,1003.28,-,,2023-09-21
163,2,New Caledonia,995.58,995.58,-,,2023-09-21
164,2,Tahiti,995.11,995.11,-,,2023-09-21
165,3,Guyana,994.45,981.69,+12.76,W W L,2023-09-21
166,4,St Lucia,987.66,978.91,+8.75,W,2023-09-21
167,,South Sudan,986.56,983.35,+3.21,W L,2023-09-21
168,3,Vanuatu,986.44,986.44,-,,2023-09-21
169,3,Cuba,981.15,968.29,+12.86,W D,2023-09-21
170,1,Fiji,980.48,980.48,-,,2023-09-21
171,,Malta,972.02,972.86,-0.84,L W,2023-09-21
172,6,Barbados,969.91,984.05,-14.14,L L,2023-09-21
173,1,Grenada,959.17,960.77,-1.6,L D,2023-09-21
174,1,Bermuda,958.48,966.27,-7.79,,2023-09-21
175,,Nepal,953.85,958.05,-4.2,L D,2023-09-21
176,2,St Vincent and the Grenadines,953.6,938.28,+15.32,W W,2023-09-21
177,1,Cambodia,948.64,942.97,+5.67,W D,2023-09-21
178,2,Mauritius,942.64,936.09,+6.55,W W D,2023-09-21
179,,Montserrat,939.88,938.02,+1.86,L W,2023-09-21
180,3,Belize,932.44,939.96,-7.52,L,2023-09-21
181,,Chad,930.22,930.22,-,,2023-09-21
182,2,Dominica,911.33,904.88,+6.45,W,2023-09-21
183,,Mongolia,908.71,908.71,-,,2023-09-21
184,1,Bhutan,905.78,900.65,+5.13,W,2023-09-21
185,3,Macau,903.89,913.68,-9.79,L L,2023-09-21
186,1,Laos,899.58,899.58,-,,2023-09-21
187,1,Cook Islands,899.33,899.33,-,,2023-09-21
188,2,São Tomé and Príncipe,897.69,900.07,-2.38,L,2023-09-21
189,,Bangladesh,894.23,892.44,+1.79,D D,2023-09-21
190,1,Djibouti,889.2,889.2,-,,2023-09-21
191,1,Brunei Darussalam,887.58,891.12,-3.54,L,2023-09-21
192,,Timor-Leste,860.45,860.45,-,,2023-09-21
193,6,Aruba,858.5,850.88,+7.62,W,2023-09-21
194,2,Somalia,854.72,854.72,-,,2023-09-21
195,1,Seychelles,853.5,856.71,-3.21,L L,2023-09-21
196,3,Cayman Islands,851.59,859.83,-8.24,L D,2023-09-21
197,4,Pakistan,847.67,847.67,-,,2023-09-21
198,,Gibraltar,845.4,851.64,-6.24,L L,2023-09-21
199,1,Liechtenstein,843.63,848.82,-5.19,L L,2023-09-21
200,3,Bahamas,841.84,852.87,-11.03,L L,2023-09-21
201,2,Guam,838.33,838.33,-,,2023-09-21
202,2,Sri Lanka,825.25,825.25,-,,2023-09-21
203,1,Turks and Caicos Islands,824.93,839.39,-14.46,L L,2023-09-21
204,1,US Virgin Islands,817.21,816.59,+0.62,D,2023-09-21
205,1,British Virgin Islands,812.12,804.11,+8.01,W,2023-09-21
206,1,Anguilla,785.69,785.69,-,,2023-09-21
207,1,San Marino,750.27,753.11,-2.84,L L,2023-09-21