년도,팀,영문국가명,예선_승률,예선_골득실률,순위,승점,AvgApps,ball_control,dribbling,composure,reaction,crossing,acceleration,stamina,strength,shot_power,sprint_speed,gk,passing,defending,평균나이,top20소속선수수,rank,total_points,rank_diff,points_diff
2014,독일,Germany,0.6,2.046511627906977,1,19,0.69565,70.52,62.78,60.26,79.52,70.83,68.83,71.17,63.35,56.61,65.96,19.61,64.63,47.42,26.22,5,2.67,1329.33,-1.0,47.66
2014,아르헨티나,Argentina,0.42,2.571428571428572,2,16,0.52174,71.3,65.61,62.74,78.39,70.0,69.26,72.09,67.22,56.52,70.57,18.89,67.59,51.05,28.83,7,6.33,1136.0,0.66,-128.67
2014,네덜란드,Netherlands,0.54,1.864864864864865,3,17,0.47826,69.91,64.7,58.17,75.91,69.48,69.87,71.35,67.0,52.35,70.91,18.24,66.83,49.62,26.43,1,6.33,1224.33,2.33,-81.34
2014,브라질,Brazil,0.58,3.306122448979592,4,11,0.26087,70.13,65.13,61.65,76.52,68.87,70.0,70.39,66.74,54.78,72.87,18.65,68.35,52.97,28.39,0,9.0,1065.0,5.67,-368.33
2014,콜롬비아,Colombia,0.53,1.875,5,12,0.0,64.74,62.65,55.22,72.65,62.52,70.83,70.65,67.17,47.61,67.22,18.85,65.5,50.02,27.43,2,19.67,920.33,-14.0,152.33
2014,벨기에,Belgium,0.61,2.3684210526315788,6,12,0.04348,69.52,64.48,60.57,74.05,70.95,70.33,73.38,61.14,55.71,69.71,16.5,68.67,53.25,25.91,7,26.67,838.0,-34.33,332.0
2014,프랑스,France,0.61,2.288135593220339,7,10,0.17391,69.78,62.74,60.96,76.57,70.52,73.48,69.61,64.52,50.52,69.48,19.65,68.54,55.51,26.83,2,17.33,911.0,8.33,-182.0
2014,코스타리카,Costa Rica,0.42,1.2159090909090908,8,9,0.08696,56.59,53.0,47.14,61.41,55.59,64.27,62.0,65.14,46.05,67.05,20.82,60.7,40.5,27.48,0,52.0,589.67,-4.0,20.67
2014,칠레,Chile,0.47,1.5274725274725274,9,7,0.34783,69.91,65.68,60.45,70.55,66.73,71.23,65.68,73.77,55.27,74.77,15.57,66.91,44.45,28.04,1,14.67,961.0,-21.33,253.0
2014,멕시코,Mexico,0.41,1.885057471264368,10,7,0.47826,66.43,61.74,57.74,69.83,63.52,73.35,66.48,70.3,51.57,73.61,18.78,67.33,47.51,27.17,2,20.67,849.33,0.34,-40.0
2014,스위스,Switzerland,0.57,1.8269230769230769,11,6,0.65217,65.74,59.3,54.26,71.74,66.83,69.96,71.78,63.04,47.83,66.61,18.72,64.24,53.87,26.09,1,17.33,908.33,-16.0,166.66
2014,우루과이,Uruguay,0.48,1.5714285714285714,12,6,0.6087,68.09,60.7,55.91,74.3,68.13,71.04,70.13,68.26,48.7,70.39,17.85,65.26,53.24,28.57,5,5.33,1175.67,-17.67,333.67
2014,그리스,Greece,0.48,1.2727272727272727,13,5,0.34783,65.3,61.0,60.22,69.35,64.65,69.04,71.61,64.61,53.78,65.61,15.04,64.83,49.45,28.52,2,11.33,1005.67,-3.67,61.67
2014,알제리,Algeria,0.64,2.183673469387755,14,4,0.17391,60.96,56.87,53.96,66.3,60.04,66.52,66.13,63.7,46.74,66.39,20.52,62.93,42.08,26.57,0,34.0,700.33,-34.33,192.0
2014,미국,United States,0.57,1.4594594594594594,15,4,0.43478,62.43,59.13,53.13,69.22,64.26,70.87,67.0,62.52,51.43,64.57,18.48,63.96,49.79,27.87,0,25.67,811.33,6.67,-75.0
2014,나이지리아,Nigeria,0.48,1.9814814814814807,16,4,0.26087,60.86,58.05,47.86,63.95,58.86,69.67,70.48,60.57,45.48,62.0,11.74,58.36,44.45,26.0,2,45.67,614.33,17.67,-196.0
2014,에콰도르,Ecuador,0.43,1.3375,17,4,0.26087,59.65,56.0,53.48,62.83,57.43,65.39,64.7,65.74,48.26,64.65,17.57,61.96,42.2,27.78,1,35.33,740.67,-13.0,130.0
2014,포르투갈,Portugal,0.57,2.2131147540983607,18,4,0.47826,67.74,63.22,57.65,75.96,65.04,72.35,72.61,64.57,55.57,70.96,19.41,65.22,49.21,28.48,3,6.67,1139.67,-4.66,83.34
2014,크로아티아,Croatia,0.58,2.36,19,3,0.26087,64.91,60.87,57.83,71.61,64.39,71.0,67.96,66.22,51.13,67.52,14.5,64.17,45.62,27.35,0,9.33,1042.67,1.33,-130.0
2014,보스니아 헤르체고비나,Bosnia and Herzegovina,0.57,1.6666666666666667,20,3,0.0,63.86,60.43,56.67,68.86,62.52,66.67,71.1,63.48,50.86,65.67,15.69,60.81,46.49,27.04,3,23.33,830.0,-30.0,229.0
2014,코트디부아르,Ivory Coast,0.46,1.967741935483871,21,3,0.52174,68.64,66.27,57.64,68.41,66.64,73.05,70.09,70.41,49.59,71.23,14.25,67.34,51.69,28.0,4,17.0,908.0,-6.33,84.0
2014,이탈리아,Italy,0.5,1.4857142857142858,22,3,0.52174,72.39,66.61,61.7,78.65,71.65,70.09,71.43,63.78,52.04,69.09,18.91,69.59,56.5,27.91,1,5.33,1171.67,3.0,-166.0
2014,스페인,Spain,0.59,3.7857142857142856,23,3,1.13043,75.83,69.0,66.52,83.61,75.13,71.48,69.61,69.0,60.74,72.0,19.3,70.43,50.51,28.26,16,1.0,1578.67,-2.33,135.0
2014,러시아,Russia,0.52,2.1,24,2,0.04348,66.26,61.57,60.43,70.87,65.83,68.61,64.48,64.61,54.52,70.65,15.76,67.76,48.95,27.43,0,13.67,970.67,-1.0,-27.0
2014,가나,Ghana,0.44,1.9104477611940296,25,1,0.34783,67.76,64.71,60.81,70.38,68.29,74.29,68.71,72.86,51.76,73.9,12.48,68.71,51.45,25.65,0,30.67,743.0,-1.66,-30.67
2014,잉글랜드,England,0.62,2.588235294117647,26,1,0.34783,69.74,66.48,62.78,75.26,69.91,74.13,72.61,66.87,56.74,67.87,20.33,68.33,52.51,26.65,14,9.33,1103.33,-1.0,9.0
2014,대한민국,South Korea,0.5,1.6746987951807228,27,1,0.21739,61.22,58.17,54.35,67.35,62.09,69.04,69.74,64.0,52.0,70.43,17.48,62.93,46.68,26.13,1,38.0,695.33,-12.0,94.0
2014,이란,Iran,0.57,3.769230769230769,28,1,0.13043,59.43,56.26,51.7,61.87,58.52,62.7,68.48,62.52,47.13,61.52,13.3,58.76,44.36,28.48,0,50.67,594.0,2.0,-19.33
2014,일본,Japan,0.65,2.453125,29,1,0.3913,65.29,63.24,59.43,68.57,64.05,75.43,65.33,69.05,46.57,71.57,12.93,65.86,52.73,27.22,2,26.67,796.0,-9.66,72.0
2014,호주,Australia,0.51,1.973684210526316,30,0,0.26087,60.57,54.52,51.43,64.74,62.91,68.39,65.96,65.87,48.13,65.35,17.8,63.07,45.98,26.39,1,32.33,754.33,-1.34,27.0
2014,온두라스,Honduras,0.45,0.9444444444444444,31,0,0.34783,62.0,58.24,53.95,63.95,61.62,67.67,69.33,69.48,49.14,65.95,10.86,62.86,51.62,28.74,0,55.0,568.0,1.33,-8.67
2014,카메룬,Cameroon,0.47,1.490566037735849,32,0,0.52174,68.05,63.27,56.5,71.09,66.09,71.45,71.59,67.55,50.45,70.68,12.05,67.11,51.78,26.57,2,56.67,554.67,34.0,-336.66
2018,프랑스,France,0.69,2.2580645161290325,1,19,0.34783,70.43,65.3,71.35,77.96,59.09,73.61,71.35,73.26,67.48,73.74,19.28,68.17,56.05,26.09,8,13.33,1096.33,-4.0,185.33
2018,크로아티아,Croatia,0.52,1.5588235294117647,2,14,0.52174,67.17,62.65,67.52,73.35,58.61,67.91,71.57,73.74,64.09,69.43,19.26,63.11,52.79,27.83,5,15.0,1027.5,5.67,-15.17
2018,벨기에,Belgium,0.76,3.2777777777777777,3,18,0.56522,71.0,67.26,74.61,78.13,63.04,71.17,71.04,75.26,73.26,72.22,19.48,68.8,49.35,27.57,9,2.75,1293.0,-23.92,455.0
2018,잉글랜드,England,0.66,2.840909090909091,4,10,0.21739,68.0,65.74,69.13,73.39,59.35,73.04,75.83,69.65,66.61,73.74,19.65,66.3,56.71,26.09,11,11.75,1118.0,2.42,14.67
2018,우루과이,Uruguay,0.44,1.4821428571428572,5,12,0.69565,63.3,61.3,65.39,71.65,55.7,71.96,69.04,70.83,60.57,72.78,20.0,61.13,52.0,28.09,3,15.25,1055.0,9.92,-120.67
2018,브라질,Brazil,0.7,4.6,6,10,0.26087,74.57,71.04,69.3,80.17,63.09,75.83,76.17,68.74,70.13,75.04,16.65,69.28,55.21,28.61,11,4.0,1332.75,-5.0,267.75
2018,스웨덴,Sweden,0.42,1.4857142857142858,7,9,0.0,64.35,60.04,67.57,72.78,53.83,62.39,71.09,73.65,66.09,64.65,18.7,63.54,50.18,28.17,1,33.33,783.67,11.66,-50.66
2018,러시아,Russia,0.46,1.3421052631578947,8,8,0.21739,64.48,61.0,64.91,72.3,57.91,67.87,71.61,71.48,63.3,67.48,19.89,65.04,54.83,28.91,0,44.67,674.33,31.0,-296.34
2018,콜롬비아,Colombia,0.46,1.4736842105263157,9,7,0.43478,64.3,59.96,64.87,71.43,55.91,68.91,70.7,70.74,64.78,69.83,18.89,61.33,51.21,28.35,1,5.5,1240.5,-14.17,320.17
2018,스페인,Spain,0.6,3.707317073170732,10,6,0.86957,72.26,64.87,69.3,80.43,64.13,71.83,72.65,68.61,60.91,71.43,18.93,68.11,54.96,28.43,9,11.0,1142.25,10.0,-436.42
2018,덴마크,Denmark,0.5,2.1555555555555554,11,6,0.13043,65.87,60.96,65.22,72.04,56.43,68.22,71.57,72.78,66.3,70.04,19.28,63.74,48.6,27.09,1,31.33,795.33,14.66,-112.67
2018,멕시코,Mexico,0.49,1.776470588235294,12,6,0.95652,67.96,63.91,72.3,73.17,58.13,72.09,68.83,64.0,64.96,71.04,18.8,65.48,45.32,29.17,4,18.33,996.67,-2.34,147.34
2018,포르투갈,Portugal,0.64,3.065217391304348,13,5,0.47826,70.39,69.17,71.43,78.04,63.74,73.83,73.57,66.35,66.26,72.7,19.72,68.09,54.17,28.43,4,5.5,1246.5,-1.17,106.83
2018,스위스,Switzerland,0.56,2.037037037037037,14,5,0.95652,67.0,61.57,67.09,73.43,58.26,66.96,71.7,75.48,63.22,69.09,19.5,65.87,57.45,27.26,5,14.25,1063.0,-3.08,154.67
2018,일본,Japan,0.54,2.224489795918368,15,4,0.65217,63.96,60.87,63.78,71.35,54.52,70.52,70.7,63.52,59.3,68.48,17.33,62.11,51.17,28.52,2,51.33,627.0,24.66,-169.0
2018,아르헨티나,Argentina,0.45,2.4705882352941178,16,4,0.65217,71.87,66.04,71.74,76.87,63.22,74.17,72.96,70.57,67.61,73.04,18.96,68.02,49.23,29.52,7,1.75,1463.75,-4.58,327.75
2018,세네갈,Senegal,0.61,2.735294117647059,17,4,0.0,68.35,66.09,63.35,72.04,58.17,74.09,72.57,74.39,64.43,75.74,15.48,61.57,49.8,27.09,2,36.67,730.67,-20.0,178.67
2018,이란,Iran,0.59,3.823529411764706,18,4,0.34783,62.17,58.74,57.48,66.83,52.0,67.13,65.43,65.43,60.35,67.87,17.02,57.96,44.07,27.26,0,34.0,764.33,-16.67,170.33
2018,대한민국,South Korea,0.53,2.048387096774193,19,3,0.30435,61.74,60.04,61.13,66.48,55.96,69.13,69.22,67.22,57.35,67.43,13.76,60.35,50.95,27.78,0,51.67,622.33,13.67,-73.0
2018,페루,Peru,0.36,1.1139240506329111,20,3,0.0,58.39,57.7,56.61,62.48,52.57,66.91,60.26,60.0,56.52,66.91,21.83,56.07,43.95,27.48,0,28.33,857.33,-11.67,176.33
2018,나이지리아,Nigeria,0.43,1.5490196078431373,21,3,0.21739,64.59,60.73,60.91,66.91,52.68,74.36,72.5,70.32,61.27,74.14,14.11,58.3,51.45,26.04,1,53.67,609.67,8.0,-4.66
2018,독일,Germany,0.54,2.149253731343284,22,3,0.65217,70.96,66.83,73.7,80.83,63.52,69.35,70.52,73.96,69.39,71.57,20.17,70.5,51.75,27.09,4,2.5,1362.25,-0.17,32.92
2018,세르비아,Serbia,0.45,1.3529411764705883,23,3,0.17391,68.05,63.91,67.0,70.95,59.27,67.09,71.23,71.91,68.32,68.41,15.91,64.11,50.08,26.78,5,49.33,639.67,14.0,-75.33
2018,튀니지,Tunisia,0.52,1.6551724137931034,24,3,0.0,60.61,58.17,57.09,61.74,53.87,66.7,64.26,67.26,61.17,67.74,13.76,58.24,46.59,26.48,0,35.33,748.67,-14.0,150.67
2018,폴란드,Poland,0.52,1.9642857142857144,25,3,0.04348,64.48,59.91,70.04,72.43,54.96,71.83,70.96,71.96,60.48,71.35,19.89,63.37,50.84,28.26,1,19.0,999.33,-43.0,472.0
2018,사우디아라비아,Saudi Arabia,0.46,1.4594594594594594,26,3,0.0,60.48,57.43,59.96,65.96,51.17,70.96,70.48,70.61,58.52,69.48,16.39,57.39,51.12,28.78,0,66.0,526.33,-37.67,195.0
2018,모로코,Morocco,0.52,2.575757575757576,27,1,0.0,67.57,65.61,64.26,68.57,58.04,70.39,67.22,68.91,63.48,69.87,15.98,64.46,48.21,27.17,0,66.33,532.0,-0.67,30.67
2018,아이슬란드,Iceland,0.44,0.9541284403669724,28,1,0.0,58.09,52.65,59.83,63.13,48.83,63.26,66.57,71.65,60.17,64.48,16.48,57.11,51.4,28.48,0,24.0,884.67,-68.67,485.34
2018,코스타리카,Costa Rica,0.33,0.9625,29,1,0.56522,61.42,56.74,61.47,68.11,50.68,67.16,68.26,69.95,61.95,68.0,17.79,60.05,53.47,29.74,0,26.0,870.0,-26.0,280.33
2018,호주,Australia,0.6,2.604651162790698,30,1,0.43478,60.7,57.83,62.83,65.65,51.91,68.0,66.61,71.09,60.96,68.61,19.13,57.91,45.99,28.22,0,52.0,617.67,19.67,-136.66
2018,이집트,Egypt,0.56,2.533333333333333,31,0,0.0,64.26,62.78,62.78,65.26,56.65,69.48,69.7,67.61,62.0,70.61,16.11,62.15,49.91,28.96,1,44.0,673.67,2.67,21.0
2018,파나마,Panama,0.26,0.7526881720430108,32,0,0.0,61.3,55.0,59.7,64.8,48.1,62.6,67.25,72.95,61.95,64.2,9.88,58.08,49.69,28.83,0,60.33,569.33,14.33,-58.0
2022,아르헨티나,Argentina,0.52,3.888888888888889,1,14,0.5,71.69,67.04,74.65,76.04,62.5,73.81,70.54,68.81,69.73,71.42,17.67,68.46,56.1,27.81,9,8.33,1654.1,6.58,190.35
2022,프랑스,France,0.63,2.830188679245283,2,16,0.65385,72.15,67.5,75.31,79.08,56.58,71.88,68.46,74.35,68.04,73.38,17.92,70.4,57.0,26.69,7,2.67,1741.1,-10.66,644.77
2022,크로아티아,Croatia,0.54,1.4794520547945205,3,10,0.46154,68.15,65.5,66.5,68.85,59.85,69.46,68.35,69.38,66.5,68.27,15.12,64.31,53.09,27.42,3,11.0,1620.42,-4.0,592.92
2022,모로코,Morocco,0.51,3.055555555555556,4,11,0.23077,63.3,62.35,67.09,69.52,54.26,66.91,63.43,64.09,65.09,67.65,20.72,60.93,45.98,26.31,2,38.33,1470.74,-28.0,938.74
2022,네덜란드,Netherlands,0.65,2.3088235294117645,5,11,0.11538,70.46,65.58,73.08,75.96,59.08,69.23,71.04,73.27,71.31,69.15,18.46,67.35,55.45,26.69,6,12.33,1612.4,-6.92,665.4
2022,잉글랜드,England,0.66,3.5531914893617023,6,10,0.57692,71.23,66.27,73.58,77.35,62.0,67.69,72.19,69.15,69.58,67.73,19.58,70.71,56.45,26.54,15,3.67,1693.81,-8.08,575.81
2022,브라질,Brazil,0.63,3.090909090909091,7,10,0.5,72.84,69.52,76.12,78.76,63.04,73.84,73.96,69.88,72.32,75.16,18.3,70.22,56.72,28.0,9,2.67,1747.58,-1.33,414.83
2022,포르투갈,Portugal,0.67,3.5319148936170213,8,9,0.61538,70.88,68.0,73.6,76.04,59.48,68.76,72.64,67.8,71.44,68.72,17.9,66.9,52.27,26.88,11,5.67,1656.97,0.17,410.47
2022,일본,Japan,0.65,4.108695652173913,9,7,0.5,61.88,58.81,61.62,64.81,55.58,70.42,67.46,66.65,58.46,67.27,14.85,59.62,55.53,27.81,1,28.33,1503.49,-23.0,876.49
2022,세네갈,Senegal,0.5,2.804878048780488,10,6,0.23077,60.16,56.64,61.68,68.32,45.8,66.12,65.96,70.2,60.48,67.28,20.36,57.28,50.8,26.04,2,20.0,1552.12,-16.67,821.45
2022,호주,Australia,0.49,2.9705882352941178,11,6,0.38462,58.72,55.16,60.76,63.8,50.68,69.68,69.0,66.76,57.16,67.92,18.12,55.82,49.48,27.23,0,39.0,1464.0,-13.0,846.33
2022,스위스,Switzerland,0.39,1.475,12,6,0.53846,69.8,66.76,68.4,71.08,61.72,70.16,70.8,73.28,71.32,71.92,15.42,67.12,54.11,27.08,4,13.67,1608.91,-0.58,545.91
2022,스페인,Spain,0.61,3.3877551020408165,13,5,0.42308,72.74,67.17,73.83,75.7,62.09,69.74,70.04,66.52,66.35,68.57,18.76,70.63,55.75,25.38,14,7.33,1648.89,-3.67,506.64
2022,미국,United States,0.57,2.7846153846153845,14,5,0.03846,63.27,61.35,63.04,66.85,50.73,71.73,67.81,65.69,59.92,72.69,17.83,59.48,49.31,25.31,2,19.0,1576.7,-7.0,735.03
2022,폴란드,Poland,0.52,1.4125,15,4,0.38462,62.58,59.35,65.12,67.73,51.38,68.88,67.69,67.5,61.85,68.42,18.65,59.83,49.12,27.04,2,21.67,1540.61,2.67,541.28
2022,대한민국,South Korea,0.54,2.5535714285714284,16,4,0.42308,61.73,58.58,63.92,66.58,51.81,69.31,68.0,62.42,58.12,68.46,17.35,58.65,46.33,27.81,0,37.33,1471.14,-14.34,848.81
2022,독일,Germany,0.54,2.0246913580246915,17,4,0.65385,69.52,64.84,72.76,77.92,61.56,69.84,69.36,72.8,69.92,74.44,19.16,68.3,54.15,26.85,11,14.67,1603.27,12.17,241.02
2022,에콰도르,Ecuador,0.36,1.2028985507246377,18,4,0.11538,57.62,54.85,56.73,60.62,46.46,66.27,60.38,63.92,56.42,67.38,16.77,55.42,45.42,25.62,1,60.33,1384.36,31.0,568.36
2022,카메룬,Cameroon,0.49,1.6956521739130437,19,4,0.15385,64.96,63.23,62.12,66.04,53.08,70.19,67.12,71.85,64.19,70.62,16.5,60.37,45.5,26.38,0,54.67,1408.82,6.0,767.15
2022,우루과이,Uruguay,0.47,1.865384615384616,20,4,0.88462,66.35,61.92,68.38,72.15,52.0,67.5,69.19,71.31,64.73,69.0,17.73,63.92,54.31,27.85,5,8.0,1643.14,-7.25,588.14
2022,튀니지,Tunisia,0.59,2.175,21,4,0.34615,65.27,61.42,62.15,65.12,54.35,67.31,68.08,67.46,63.15,67.58,10.12,60.33,52.09,28.0,0,26.67,1508.62,-8.66,759.95
2022,멕시코,Mexico,0.52,1.8953488372093024,22,4,0.80769,66.73,63.54,68.35,70.77,57.19,71.15,72.35,68.31,66.0,71.73,16.98,65.31,55.51,28.58,0,10.67,1630.06,-7.66,633.39
2022,벨기에,Belgium,0.63,2.736842105263158,23,4,0.92308,71.2,67.56,74.32,76.36,63.12,70.2,70.88,71.6,72.52,71.64,18.64,68.4,49.93,27.88,5,1.0,1785.78,-1.75,492.78
2022,가나,Ghana,0.41,1.148148148148148,24,3,0.11538,63.2,62.24,60.76,63.48,55.12,70.04,67.04,64.64,59.12,70.88,14.36,58.3,49.9,24.92,0,50.0,1426.43,9.33,716.1
2022,사우디아라비아,Saudi Arabia,0.46,1.5555555555555556,25,3,0.23077,60.48,55.96,58.24,60.84,53.0,64.04,63.64,67.52,55.72,66.4,15.02,57.0,51.62,27.42,0,64.0,1364.45,-2.0,838.12
2022,이란,Iran,0.69,3.717948717948718,26,3,0.72,56.91,55.96,60.91,67.04,48.57,65.17,61.96,67.96,59.52,66.35,23.22,53.93,44.58,28.92,1,25.0,1516.36,-9.0,752.03
2022,코스타리카,Costa Rica,0.29,1.0625,27,3,0.61538,59.12,54.83,57.75,61.21,44.67,63.42,65.58,71.42,54.79,64.42,13.83,57.5,51.89,27.23,0,44.33,1439.76,18.33,569.76
2022,덴마크,Denmark,0.61,2.446428571428572,28,1,0.46154,67.27,62.65,68.54,72.27,56.62,68.77,72.19,70.69,67.92,70.15,17.13,66.37,53.93,27.23,4,13.33,1611.83,-18.0,816.5
2022,세르비아,Serbia,0.48,1.536231884057971,29,1,0.46154,67.35,62.35,69.38,71.54,54.85,62.65,66.19,72.58,69.38,64.15,18.21,64.19,51.35,26.92,0,31.33,1492.66,-18.0,852.99
2022,웨일스,Wales,0.44,1.2333333333333334,30,1,0.0,61.23,57.46,62.65,66.12,52.08,67.38,66.19,63.88,55.19,66.27,17.62,59.62,53.12,26.54,0,21.0,1545.2,10.75,409.7
2022,캐나다,Canada,0.48,2.296875,31,0,0.0,59.88,57.84,62.12,63.84,47.8,66.48,66.48,69.76,60.36,65.6,16.5,56.82,43.71,27.08,0,66.33,1356.74,-34.0,1018.07
2022,카타르,Qatar,0.49,1.3888888888888888,32,0,0.0,60.6,58.04,59.36,61.24,50.28,66.4,65.04,63.64,58.2,68.68,12.24,57.96,49.69,27.12,0,53.33,1406.28,-34.67,1025.61
